id,module_code,title,category,topic_tags,target_group,description,faculty_tag,level_tag,study_level_match,module_level_number,credits,semester
887,SDS4036,Level 4000 Programming Mining,Academic,"machine learning,python,programming,specialised",Final Year Students,"Level 4000 Programming Mining is designed for final year students and focuses on machine learning, python, programming within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
888,FASS4037,Level 4000 Media Writing,Academic,"writing,academic writing,research",Final Year Students,"Level 4000 Media Writing is designed for final year students and focuses on writing, academic writing, research within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
889,FASS4038,Level 4000 Cultural Writing,Academic,"sociology,literature,policy,research",Final Year Students,"Level 4000 Cultural Writing is designed for final year students and focuses on sociology, literature, policy within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 1
890,SBE4039,Level 4000 Economic Practice,Academic,"marketing,economics,finance,research",Final Year Students,"Level 4000 Economic Practice is designed for final year students and focuses on marketing, economics, finance within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 2
891,SDS4040,Graduate Employability Clinic,Career,"python,devops,data science,career,employability,professional skills,research",Final Year Students,"Graduate Employability Clinic supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 1
892,SBE4041,Innovation Challenge,Student Activity,"entrepreneurship,business,leadership,innovation,capstone",All Students,"Innovation Challenge is an engagement opportunity for students interested in entrepreneurship, business, leadership and broader campus participation.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 1
893,SDS4042,Level 4000 Programming Engineering,Academic,"sql,devops,software engineering,specialised",Final Year Students,"Level 4000 Programming Engineering is designed for final year students and focuses on sql, devops, software engineering within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
894,SDS4043,Level 4000 Analytics Computing,Academic,"azure,software engineering,devops,final year",Final Year Students,"Level 4000 Analytics Computing is designed for final year students and focuses on azure, software engineering, devops within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
895,SBE4044,Level 4000 Strategic Practice,Academic,"strategy,marketing,management,research",Final Year Students,"Level 4000 Strategic Practice is designed for final year students and focuses on strategy, marketing, management within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 1
896,SDS4045,CV and Portfolio Review,Career,"web development,cybersecurity,data science,career,employability,professional skills,capstone",Final Year Students,"CV and Portfolio Review supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
897,SDS4046,Interview Readiness Session,Career,"devops,programming,distributed systems,career,employability,professional skills,specialised",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
898,SCI4047,Innovation Challenge,Student Activity,"physics,statistics,research,leadership,innovation,specialised",All Students,"Innovation Challenge is an engagement opportunity for students interested in physics, statistics, research and broader campus participation.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 1
899,SDS4048,Professional Skills Lab,Career,"distributed systems,cybersecurity,programming,career,employability,professional skills,specialised",Final Year Students,"Professional Skills Lab supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
900,SCI4049,Technology Showcase,Student Activity,"statistics,data analysis,research,leadership,innovation,capstone",All Students,"Technology Showcase is an engagement opportunity for students interested in statistics, data analysis, research and broader campus participation.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 1
901,SDS4050,Technology Showcase,Student Activity,"devops,python,cybersecurity,leadership,innovation,final year",All Students,"Technology Showcase is an engagement opportunity for students interested in devops, python, cybersecurity and broader campus participation.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
902,FASS4051,Student Leadership Forum,Student Activity,"literature,communication,history,leadership,innovation,capstone",All Students,"Student Leadership Forum is an engagement opportunity for students interested in literature, communication, history and broader campus participation.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 1
903,FASS4052,Level 4000 Cultural Studies,Academic,"writing,policy,culture,research",Final Year Students,"Level 4000 Cultural Studies is designed for final year students and focuses on writing, policy, culture within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 1
904,FASS4053,Interview Readiness Session,Career,"culture,communication,history,career,employability,professional skills,research",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
